=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.10.13 22:39:46 =~=~=~=~=~=~=~=~=~=~=~=
No Detection!

4 , -6.043073

5 , -4.390670

6 , 2.691056

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.944230

2 , 2.927114

3 , -6.043073

4 , -6.043073

5 , -4.107401

6 , 0.330481

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.746826

2 , 1.652403

3 , -6.043073

4 , -6.043073

5 , -4.390670

6 , 2.502210

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.227499

2 , 2.691056

3 , -6.043073

4 , -6.043073

5 , -4.060190

6 , 0.660961

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.841249

2 , 1.227499

3 , -6.043073

4 , -6.043073

5 , -4.343459

6 , 2.691056

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.180288

2 , 2.927114

3 , -6.043073

4 , -6.043073

5 , -4.060190

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.746826

2 , 1.652403

3 , -6.043073

4 , -6.043073

5 , -4.390670

6 , 2.502210

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.180288

2 , 2.832690

3 , -6.043073

4 , -6.043073

5 , -4.154613

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.841249

2 , 1.652403

3 , -6.043073

4 , -6.043073

5 , -4.201824

6 , 2.077307

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.991442

2 , 2.832690

3 , -6.043073

4 , -6.043073

5 , -4.012978

6 , 0.377692

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.841249

2 , 1.510768

3 , -6.043073

4 , -6.043073

5 , -4.296247

6 , 2.596633

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.180288

2 , 2.832690

3 , -6.043073

4 , -6.043073

5 , -4.154613

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.746826

2 , 1.605191

3 , -6.043073

4 , -6.043073

5 , -4.107401

6 , 1.794037

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.227499

2 , 2.785479

3 , -6.043073

4 , -6.043073

5 , -4.060190

6 , 0.613750

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.746826

2 , 1.652403

3 , -6.043073

4 , -6.043073

5 , -4.390670

6 , 2.502210

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.227499

2 , 2.691056

3 , -6.043073

4 , -6.043073

5 , -4.060190

6 , 0.660961

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.557980

2 , 1.746826

3 , -6.043073

4 , -6.043073

5 , -4.343459

6 , 2.266152

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.274711

2 , 2.832690

3 , -6.043073

4 , -6.043073

5 , -4.012978

6 , 0.236058

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.557980

2 , 1.746826

3 , -6.043073

4 , -6.043073

5 , -4.343459

6 , 2.266152

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.180288

2 , 2.832690

3 , -6.043073

4 , -6.043073

5 , -4.154613

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.557980

2 , 1.746826

3 , -6.043073

4 , -6.043073

5 , -4.343459

6 , 2.266152

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.227499

2 , 2.691056

3 , -6.043073

4 , -6.043073

5 , -4.060190

6 , 0.660961

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.557980

2 , 1.746826

3 , -6.043073

4 , -6.043073

5 , -4.343459

6 , 2.266152

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.180288

2 , 2.832690

3 , -6.043073

4 , -6.043073

5 , -4.154613

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.557980

2 , 1.746826

3 , -6.043073

4 , -6.043073

5 , -4.343459

6 , 2.266152

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.227499

2 , 2.691056

3 , -6.043073

4 , -6.043073

5 , -4.060190

6 , 0.660961

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.557980

2 , 1.746826

3 , -6.043073

4 , -6.043073

5 , -4.343459

6 , 2.266152

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.944230

2 , 2.927114

3 , -6.043073

4 , -6.043073

5 , -4.107401

6 , 0.330481

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.746826

2 , 1.557980

3 , -6.043073

4 , -6.043073

5 , -4.437882

6 , 2.596633

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.180288

2 , 2.832690

3 , -6.043073

4 , -6.043073

5 , -4.154613

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.652403

2 , 1.699614

3 , -6.043073

4 , -6.043073

5 , -4.296247

6 , 2.218941

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.133076

2 , 2.879902

3 , -6.043073

4 , -6.043073

5 , -4.060190

6 , 0.236058

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.463557

2 , 1.180288

3 , -6.043073

4 , -6.043073

5 , -4.721151

6 , 2.643845

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.369134

2 , 2.785479

3 , -6.043073

4 , -6.043073

5 , -3.965767

6 , 0.094423

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.699614

2 , 1.794037

3 , -6.043073

4 , -6.043073

5 , -4.437882

6 , 2.502210

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.180288

2 , 2.832690

3 , -6.043073

4 , -6.043073

5 , -4.154613

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.557980

2 , 1.746826

3 , -6.043073

4 , -6.043073

5 , -4.343459

6 , 2.266152

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.944230

2 , 2.927114

3 , -6.043073

4 , -6.043073

5 , -4.107401

6 , 0.330481

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.416345

2 , 1.557980

3 , -6.043073

4 , -6.043073

5 , -4.532305

6 , 2.596633

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.180288

2 , 2.832690

3 , -6.043073

4 , -6.043073

5 , -4.154613

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.794037

2 , 1.652403

3 , -6.043073

4 , -6.043073

5 , -4.249036

6 , 2.218941

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.180288

2 , 2.832690

3 , -6.043073

4 , -6.043073

5 , -4.154613

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.841249

2 , 1.227499

3 , -6.043073

4 , -6.043073

5 , -4.343459

6 , 2.691056

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.180288

2 , 2.832690

3 , -6.043073

4 , -6.043073

5 , -4.154613

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.557980

2 , 1.746826

3 , -6.043073

4 , -6.043073

5 , -4.343459

6 , 2.266152

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.227499

2 , 2.785479

3 , -6.043073

4 , -6.043073

5 , -4.060190

6 , 0.613750

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.841249

2 , 1.510768

3 , -6.043073

4 , -6.043073

5 , -4.296247

6 , 2.596633

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.180288

2 , 2.832690

3 , -6.043073

4 , -6.043073

5 , -4.154613

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.841249

2 , 1.652403

3 , -6.043073

4 , -6.043073

5 , -4.201824

6 , 2.077307

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.849807

2 , 2.502210

3 , -6.043073

4 , -6.043073

5 , -4.296247

6 , 0.708173

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.746826

2 , 1.557980

3 , -6.043073

4 , -6.043073

5 , -4.437882

6 , 2.596633

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.944230

2 , 2.927114

3 , -6.043073

4 , -6.043073

5 , -4.107401

6 , 0.330481

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.888460

2 , 1.652403

3 , -6.043073

4 , -6.043073

5 , -4.154613

6 , 2.171729

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.133076

2 , 2.785479

3 , -6.043073

4 , -6.043073

5 , -3.871344

6 , -0.141635

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.510768

2 , 1.227499

3 , -6.043073

4 , -6.043073

5 , -4.390670

6 , 2.691056

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.180288

2 , 2.927114

3 , -6.043073

4 , -6.043073

5 , -4.060190

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.652403

2 , 1.699614

3 , -6.043073

4 , -6.043073

5 , -4.296247

6 , 2.218941

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.133076

2 , 2.879902

3 , -6.043073

4 , -6.043073

5 , -4.060190

6 , 0.236058

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.841249

2 , 1.510768

3 , -6.043073

4 , -6.043073

5 , -4.296247

6 , 2.596633

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.897019

2 , 2.643845

3 , -6.043073

4 , -6.043073

5 , -4.154613

6 , 0.660961

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.557980

2 , 1.746826

3 , -6.043073

4 , -6.043073

5 , -4.343459

6 , 2.266152

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.944230

2 , 2.927114

3 , -6.043073

4 , -6.043073

5 , -4.107401

6 , 0.330481

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.416345

2 , 1.274711

3 , -6.043073

4 , -6.043073

5 , -4.532305

6 , 2.691056

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.944230

2 , 2.927114

3 , -6.043073

4 , -6.043073

5 , -4.107401

6 , 0.330481

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.416345

2 , 1.557980

3 , -6.043073

4 , -6.043073

5 , -4.532305

6 , 2.596633

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.416345

2 , 2.738267

3 , -6.043073

4 , -6.043073

5 , -3.918555

6 , 0.188846

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.794037

2 , 1.557980

3 , -6.043073

4 , -6.043073

5 , -4.296247

6 , 2.596633

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.227499

2 , 2.691056

3 , -6.043073

4 , -6.043073

5 , -4.060190

6 , 0.660961

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.746826

2 , 1.557980

3 , -6.043073

4 , -6.043073

5 , -4.437882

6 , 2.596633

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.416345

2 , 2.738267

3 , -6.043073

4 , -6.043073

5 , -4.060190

6 , 0.424904

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.557980

2 , 1.746826

3 , -6.043073

4 , -6.043073

5 , -4.343459

6 , 2.266152

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.180288

2 , 2.927114

3 , -6.043073

4 , -6.043073

5 , -4.060190

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.794037

2 , 1.557980

3 , -6.043073

4 , -6.043073

5 , -4.296247

6 , 2.596633

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.133076

2 , 2.879902

3 , -6.043073

4 , -6.043073

5 , -4.060190

6 , 0.236058

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.699614

2 , 1.794037

3 , -6.043073

4 , -6.043073

5 , -4.437882

6 , 2.502210

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.944230

2 , 2.927114

3 , -6.043073

4 , -6.043073

5 , -4.107401

6 , 0.330481

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.888460

2 , 1.605191

3 , -6.043073

4 , -6.043073

5 , -4.201824

6 , 2.171729

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.944230

2 , 2.927114

3 , -6.043073

4 , -6.043073

5 , -4.107401

6 , 0.330481

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.557980

2 , 1.746826

3 , -6.043073

4 , -6.043073

5 , -4.343459

6 , 2.266152

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.180288

2 , 2.832690

3 , -6.043073

4 , -6.043073

5 , -4.154613

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.746826

2 , 1.557980

3 , -6.043073

4 , -6.043073

5 , -4.437882

6 , 2.596633

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.227499

2 , 2.691056

3 , -6.043073

4 , -6.043073

5 , -4.060190

6 , 0.660961

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.888460

2 , 1.605191

3 , -6.043073

4 , -6.043073

5 , -4.296247

6 , 2.454998

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.180288

2 , 2.832690

3 , -6.043073

4 , -6.043073

5 , -4.154613

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.746826

2 , 1.557980

3 , -6.043073

4 , -6.043073

5 , -4.437882

6 , 2.596633

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.180288

2 , 2.832690

3 , -6.043073

4 , -6.043073

5 , -4.154613

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.746826

2 , 1.699614

3 , -6.043073

4 , -6.043073

5 , -4.343459

6 , 2.124518

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.180288

2 , 2.832690

3 , -6.043073

4 , -6.043073

5 , -4.154613

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.369134

2 , 1.369134

3 , -6.043073

4 , -6.043073

5 , -4.579516

6 , 2.643845

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.227499

2 , 2.691056

3 , -6.043073

4 , -6.043073

5 , -4.060190

6 , 0.660961

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.794037

2 , 1.652403

3 , -6.043073

4 , -6.043073

5 , -4.249036

6 , 2.218941

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.944230

2 , 2.927114

3 , -6.043073

4 , -6.043073

5 , -4.107401

6 , 0.330481

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.841249

2 , 1.227499

3 , -6.043073

4 , -6.043073

5 , -4.343459

6 , 2.691056

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.227499

2 , 2.785479

3 , -6.043073

4 , -6.043073

5 , -4.060190

6 , 0.613750

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.463557

2 , 1.180288

3 , -6.043073

4 , -6.043073

5 , -4.721151

6 , 2.643845

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.227499

2 , 2.785479

3 , -6.043073

4 , -6.043073

5 , -4.060190

6 , 0.613750

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.557980

2 , 1.746826

3 , -6.043073

4 , -6.043073

5 , -4.343459

6 , 2.266152

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.227499

2 , 2.691056

3 , -6.043073

4 , -6.043073

5 , -4.060190

6 , 0.660961

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.746826

2 , 1.321922

3 , -6.043073

4 , -6.043073

5 , -4.437882

6 , 2.691056

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.227499

2 , 2.785479

3 , -6.043073

4 , -6.043073

5 , -4.060190

6 , 0.613750

7 , -6.043073

8 , -6.043073

9 , -6.043073

